Date,Impact,classes_-1,classes_1,roberta_neg,roberta_neu,roberta_pos,tweet_volume,+1D ETH,Price Diff ETH,ETH Volume,ETH_close
2020-01-15,5606,11,29,0.1507061031641892,0.43156807116216217,0.4177258293837838,18142.0,0,-1.8396741139999904,15173694057.1567,166.230685102
2020-01-16,4825,12,19,0.20799132783574073,0.3917156842592593,0.4002929805796296,18513.0,1,6.388946971999985,13735193017.9104,164.391010988
2020-01-17,17830,6,18,0.17559774864347827,0.4485654520217391,0.3758368102717391,17272.0,1,4.585713510000005,14997091825.8827,170.77995796
2020-01-18,3312,8,15,0.15758756132977272,0.4768396884318182,0.3655727436477273,17651.0,0,-8.395829494999987,14929342255.5251,175.36567147
2020-01-19,1121,11,10,0.26807165204714284,0.41448977442857143,0.3174385721171429,20557.0,1,0.1506673599999999,13713374132.1754,166.969841975
2020-01-20,4754,5,9,0.2107051271333333,0.4747313416666667,0.3145635254820513,18586.0,1,2.576654574999992,11144529787.0924,167.120509335
2020-01-21,7077,6,25,0.10656122990127273,0.4421165332545454,0.4513222280363637,19285.0,0,-1.4030022009999925,9789369362.47085,169.69716391
2020-01-22,11223,8,29,0.1343991832103448,0.4005465391724138,0.46505429766379314,19401.0,0,-5.365603281000006,9209827927.92133,168.294161709
2020-01-23,9483,8,17,0.18236483852822222,0.4186390774222222,0.39899608664444447,18546.0,1,0.1226244329999985,10396868698.0135,162.928558428
2020-01-24,17117,7,19,0.18367685211025642,0.37745346216666664,0.4388696939282051,16643.0,0,-1.7672465079999995,10657671161.8162,163.051182861
2020-01-25,11608,9,18,0.21353159666973684,0.34773634907894735,0.4387320563368421,13919.0,1,6.7931641360000015,8256956801.64332,161.283936353
2020-01-26,7900,5,11,0.21191332762,0.39665534336,0.391431347908,14485.0,1,2.853789943999999,9261861589.61793,168.077100489
2020-01-27,3497,12,19,0.18981206411042556,0.4030619665319149,0.40712597270212764,18223.0,1,5.4394301080000105,11004476145.2172,170.930890433
2020-01-28,3791,15,25,0.23136255966000002,0.37172671747619046,0.3969107158047619,20422.0,0,-1.3199826120000182,11772875063.6629,176.370320541
2020-01-29,11453,11,19,0.22364033579895834,0.3737961508541667,0.40256350896666665,22062.0,1,9.640138507000016,10725267310.6002,175.050337929
2020-01-30,20234,2,21,0.10669017169642855,0.4091308180238095,0.484178997547619,18452.0,0,-4.530301197,12604789338.0387,184.690476436
2020-01-31,8307,6,20,0.1792166122026316,0.3632479671578947,0.45753541822105265,17685.0,1,3.513771881999986,11728616393.8933,180.160175239
2020-02-01,-4669,9,19,0.20045691430454546,0.3826314656363636,0.4169115987,15818.0,1,4.943591047000012,11569697182.4858,183.673947121
2020-02-02,8709,8,23,0.16025787137903227,0.48449139070967745,0.35525072447580647,75543.0,1,1.247525066999998,14054425388.9062,188.617538168
2020-02-03,12728,10,36,0.15507721594710144,0.3604979215652174,0.4844248489478261,32917.0,0,-0.6144608419999997,12392875241.4011,189.865063235
2020-02-04,2700,11,20,0.18872883548833333,0.43415212435,0.37711901415,28537.0,1,14.979642305,11714191695.0612,189.250602393
2020-02-05,9784,8,22,0.17288454734919353,0.48144829858064514,0.34566715424193545,34975.0,1,8.108835046999985,14865434434.9265,204.230244698
2020-02-06,18566,7,38,0.11764069329621951,0.38806331512195125,0.4942959890487805,30260.0,1,10.386986545000012,16425589682.5221,212.339079745
2020-02-07,3977,16,28,0.19243988557400002,0.39298652116428573,0.41457358475714284,25577.0,1,0.420455454000006,16673443564.2959,222.72606629
2020-02-08,11327,11,25,0.17442076996355935,0.40302128737288134,0.42255793086101695,22495.0,1,5.432048246999983,16741203125.0677,223.146521744
2020-02-09,4391,18,21,0.261175006796875,0.40671954428125,0.3321054447078125,38674.0,0,-5.0558703609999895,15031356241.4966,228.578569991
2020-02-10,6474,11,17,0.22280146349468083,0.40754239721276597,0.36965612973617024,27170.0,1,12.328499870999991,16210008511.4996,223.52269963
2020-02-11,6369,13,27,0.18766710946534249,0.4472635465342466,0.3650693407,28117.0,1,29.55492660499999,16964695963.4936,235.851199501
2020-02-12,16868,14,42,0.16389973857628867,0.39652841095360825,0.4395718444505155,28341.0,1,2.693129938000027,24545049385.8684,265.406126106
2020-02-13,15727,13,35,0.18384373259377776,0.43863225299444447,0.3775239975022222,26869.0,1,16.118253564999975,25801317504.3066,268.099256044
2020-02-14,19250,11,47,0.12530761099898877,0.3594753065449438,0.5152170616966292,25754.0,0,-19.488924344,23558253462.7508,284.217509609
2020-02-15,-570,9,23,0.16919368033326923,0.3753505250307692,0.45545578697499994,23918.0,0,-4.833881772999973,23682452994.3183,264.728585265
2020-02-16,2430,10,19,0.20714504225000002,0.39951614391304346,0.39333880323913045,23996.0,1,6.46874281099997,25152366643.3689,259.894703492
2020-02-17,14546,12,29,0.1827620551865625,0.3835282677765625,0.433709682103125,25279.0,1,15.58113283099999,26024080088.8484,266.363446303
2020-02-18,25236,16,36,0.17906355643652175,0.4142035136195652,0.4067329189152174,29623.0,0,-22.18061639499996,26511477187.1359,281.944579134
2020-02-19,15470,8,27,0.139306599853125,0.425975503734375,0.434717879453125,31627.0,0,-1.8145077150000477,22679414412.7183,259.763962739
2020-02-20,3312,16,23,0.21217325097215192,0.45006168464556956,0.337765062521519,26789.0,1,7.651157500000011,23229828870.1201,257.949455024
2020-02-21,3010,6,20,0.12335285030326923,0.4668709578653846,0.40977617940384614,23685.0,0,-3.268891549999978,20867593292.2429,265.600612524
2020-02-22,8565,10,25,0.19224124872637932,0.35080274313793103,0.4569559935137931,24088.0,1,11.422435071999985,16906032861.6085,262.331720974
2020-02-23,4088,3,13,0.14687770445,0.42886968453571434,0.4242525855,25803.0,0,-8.537738709999985,19585998813.8732,273.754156046
2020-02-24,-1998,14,16,0.22625681857492308,0.4527421271692308,0.3210010479969231,28829.0,0,-17.39882505700001,22400845640.3032,265.216417336
2020-02-25,15418,12,35,0.15898727382533331,0.3737468885733333,0.4672658408666667,27251.0,0,-22.137326764999983,21878882134.0529,247.817592279
2020-02-26,10230,6,24,0.1322019470295349,0.3733022735348837,0.4944957727209302,27388.0,1,1.0731297619999791,26235617201.076,225.680265514
2020-02-27,2056,12,25,0.18106892926603774,0.38073261688679244,0.438198456909434,25882.0,1,0.0071062030000064,25645522789.772,226.753395276
2020-02-28,6574,9,17,0.21339767907727272,0.38476869129545455,0.40183360021136366,25289.0,0,-6.911988928999989,22563530559.1046,226.760501479
2020-02-29,2800,6,9,0.2007481989451613,0.46045390389032254,0.33879786804193546,22884.0,0,-0.8779126230000145,18181296376.3477,219.84851255
2020-03-01,2756,5,12,0.19128235174444444,0.3495082364444444,0.4592093954259259,22847.0,1,11.599181898000012,18179807469.1001,218.970599927
