Date,+1D BTC,+1D ETH,Price Diff BTC,Price Diff ETH,BTC Volume,ETH Volume,BTC_close,ETH_close
2015-08-08 23:59:59,1,0,4.085998535156307,-0.05142796039581299,58533000.0,674188.0,260.9970092773437,0.7533249855041504
2015-08-09 23:59:59,0,1,-0.613006591796875,0.006550967693328857,23789600.0,532170.0,265.0830078125,0.7018970251083374
2015-08-10 23:59:59,1,1,5.915985107421875,0.3594120144844055,20979400.0,405283.0,264.4700012207031,0.7084479928016663
2015-08-11 23:59:59,0,1,-4.009979248046875,0.1495800018310547,25433900.0,1463100.0,270.385986328125,1.0678600072860718
2015-08-12 23:59:59,0,1,-2.2960205078125,0.6102299690246584,26815400.0,2150620.0,266.3760070800781,1.2174400091171265
2015-08-13 23:59:59,1,1,1.600006103515625,0.0002000331878659889,27685500.0,4068680.0,264.0799865722656,1.827669978141785
2015-08-14 23:59:59,0,0,-4.128997802734375,-0.1389700174331665,27091200.0,4637030.0,265.67999267578125,1.8278700113296509
2015-08-15 23:59:59,0,0,-3.04400634765625,-0.12286996841430686,19321100.0,2554360.0,261.5509948730469,1.6888999938964844
2015-08-16 23:59:59,0,0,-0.5309753417969318,-0.36242008209228493,29717000.0,3550790.0,258.5069885253906,1.5660300254821775
2015-08-17 23:59:59,0,0,-46.89701843261713,-0.11655998229980469,21617900.0,1942830.0,257.9760131835937,1.2036099433898926
2015-08-18 23:59:59,1,1,15.605010986328125,0.17181003093719482,42147200.0,1485680.0,211.07899475097656,1.087049961090088
2015-08-19 23:59:59,1,1,8.666000366210909,0.20606005191802979,60869200.0,1486240.0,226.6840057373047,1.2588599920272827
2015-08-20 23:59:59,0,0,-2.781005859374943,-0.06963002681732178,32275000.0,2843760.0,235.3500061035156,1.4649200439453125
2015-08-21 23:59:59,0,0,-2.179000854492216,-0.0160599946975708,23173800.0,2020970.0,232.56900024414065,1.3952900171279907
2015-08-22 23:59:59,0,0,-2.2209930419921875,-0.02664005756378174,23205900.0,948310.0,230.38999938964844,1.37923002243042
2015-08-23 23:59:59,0,0,-17.67401123046875,-0.12132000923156738,18406600.0,1589300.0,228.16900634765625,1.3525899648666382
2015-08-24 23:59:59,1,0,11.113998413085938,-0.0910799503326416,59220700.0,924920.0,210.4949951171875,1.2312699556350708
2015-08-25 23:59:59,1,1,4.222000122070284,0.019790053367614746,61089200.0,1307180.0,221.60899353027344,1.1401900053024292
2015-08-26 23:59:59,0,0,-1.061996459960909,-0.012280106544494851,31808000.0,1056750.0,225.83099365234372,1.159980058670044
2015-08-27 23:59:59,1,1,6.6269989013671875,0.043680071830749734,21905400.0,686662.0,224.7689971923828,1.147699952125549
2015-08-28 23:59:59,0,0,-1.615997314453125,-0.008830070495605469,31336600.0,721872.0,231.39599609375,1.1913800239562988
2015-08-29 23:59:59,0,1,-1.018997192382784,0.13672006130218506,17142500.0,375377.0,229.77999877929688,1.1825499534606934
2015-08-30 23:59:59,1,1,1.2949981689452557,0.038969993591308594,19412600.0,1337650.0,228.7610015869141,1.3192700147628784
2015-08-31 23:59:59,0,0,-1.93499755859375,-0.006630063056945801,20710700.0,1447180.0,230.05599975585935,1.358240008354187
2015-09-01 23:59:59,1,0,1.1629943847656534,-0.056819915771484375,20575200.0,778862.0,228.1210021972656,1.3516099452972412
2015-09-02 23:59:59,0,0,-2.1009979248046875,-0.02986001968383789,18760400.0,883769.0,229.28399658203125,1.2947900295257568
2015-09-03 23:59:59,1,1,3.115005493164091,0.009479999542236328,17482000.0,702991.0,227.18299865722656,1.264930009841919
2015-09-04 23:59:59,1,1,4.720993041992159,0.06439995765686035,20962400.0,474391.0,230.29800415039065,1.2744100093841553
2015-09-05 23:59:59,1,0,4.820999145507841,-0.04297995567321755,20671400.0,448453.0,235.0189971923828,1.3388099670410156
2015-09-06 23:59:59,1,0,0.007003784179659078,-0.04918003082275413,25473700.0,491968.0,239.83999633789065,1.295830011367798
2015-09-07 23:59:59,1,0,3.7599945068359375,-0.004220008850097656,21192200.0,489014.0,239.8470001220703,1.246649980545044
2015-09-08 23:59:59,0,0,-5.438995361328182,-0.035920023918151855,26879200.0,427892.0,243.60699462890625,1.2424299716949463
2015-09-09 23:59:59,1,0,0.30900573730474434,-0.04073989391326904,23635700.0,366748.0,238.16799926757807,1.2065099477767944
2015-09-10 23:59:59,1,0,1.6299896240234375,-0.182792067527771,21215500.0,662782.0,238.4770050048828,1.1657700538635254
2015-09-11 23:59:59,0,1,-4.87799072265625,0.05576205253601074,19224700.0,1942600.0,240.10699462890625,0.9829779863357544
2015-09-12 23:59:59,0,0,-4.717010498046875,-0.10273700952529918,17962600.0,772430.0,235.22900390625,1.0387400388717651
2015-09-13 23:59:59,1,0,0.1320037841796875,-0.06038105487823475,18478800.0,644138.0,230.51199340820312,0.936003029346466
2015-09-14 23:59:59,0,1,-0.339996337890625,0.06878805160522461,20997800.0,741085.0,230.6439971923828,0.8756219744682312
2015-09-15 23:59:59,0,0,-1.2129974365234375,-0.037235021591186634,19177800.0,703390.0,230.3040008544922,0.9444100260734558
2015-09-16 23:59:59,1,0,0.7189941406249716,-0.032944023609161266,20144200.0,615593.0,229.09100341796875,0.9071750044822692
2015-09-17 23:59:59,1,0,3.165008544921875,-0.02054595947265625,18935400.0,897940.0,229.80999755859372,0.8742309808731079
2015-09-18 23:59:59,0,1,-1.482009887695284,0.028705954551696777,20242200.0,484622.0,232.9750061035156,0.8536850214004517
2015-09-19 23:59:59,0,1,-0.2809906005859091,0.056053996086120605,12712600.0,386988.0,231.4929962158203,0.8823909759521484
2015-09-20 23:59:59,0,0,-4.126998901367216,-0.019397974014282227,14444700.0,508314.0,231.2120056152344,0.938444972038269
2015-09-21 23:59:59,1,0,3.532989501953125,-0.017251014709472656,19678800.0,424039.0,227.0850067138672,0.9190469980239868
2015-09-22 23:59:59,0,0,-0.334991455078125,-0.00839000940322876,25009300.0,487914.0,230.6179962158203,0.9017959833145142
2015-09-23 23:59:59,1,0,4.246002197265625,-0.0797959566116333,17254100.0,200541.0,230.2830047607422,0.8934059739112854
2015-09-24 23:59:59,1,0,0.614990234375,-0.07738703489303589,25097800.0,842505.0,234.5290069580078,0.8136100172996521
2015-09-25 23:59:59,0,1,-0.8040008544921591,0.04974102973937988,22363600.0,903457.0,235.1439971923828,0.7362229824066162
2015-09-26 23:59:59,0,0,-1.582992553710966,-0.0651249885559082,13724100.0,369620.0,234.33999633789065,0.7859640121459961
2015-09-27 23:59:59,1,0,6.384994506835909,-0.1379530429840088,14179900.0,413801.0,232.7570037841797,0.7208390235900879
2015-09-28 23:59:59,0,1,-2.4550018310546875,0.07826000452041626,24713000.0,1320890.0,239.1419982910156,0.5828859806060791
2015-09-29 23:59:59,0,1,-0.6269989013671875,0.07749801874160767,22691300.0,913992.0,236.6869964599609,0.6611459851264954
2015-09-30 23:59:59,1,0,1.488998413085966,-0.048429012298583984,19743500.0,619926.0,236.05999755859372,0.738644003868103
2015-10-01 23:59:59,0,0,-0.25599670410161934,-0.011640965938568115,20488800.0,596084.0,237.5489959716797,0.690214991569519
2015-10-02 23:59:59,1,1,1.436996459960966,0.008596956729888916,19677900.0,219318.0,237.29299926757807,0.6785740256309509
2015-10-03 23:59:59,0,0,-0.4709930419921591,-0.01879197359085083,16482700.0,163326.0,238.72999572753903,0.6871709823608398
2015-10-04 23:59:59,1,0,2.123992919921875,-0.039736032485961914,12999000.0,103497.0,238.25900268554688,0.668379008769989
2015-10-05 23:59:59,1,1,5.680007934570284,0.022002041339874268,23335900.0,234263.0,240.38299560546875,0.6286429762840271
2015-10-06 23:59:59,0,0,-3.094009399414034,-0.04125702381134033,27535100.0,262674.0,246.06300354003903,0.6506450176239014
2015-10-07 23:59:59,0,1,-0.6649932861328125,0.012328028678894043,22999200.0,218327.0,242.968994140625,0.609387993812561
2015-10-08 23:59:59,1,1,1.626998901367159,0.028911948204040527,18515300.0,310266.0,242.3040008544922,0.6217160224914551
2015-10-09 23:59:59,1,0,1.009994506835966,-0.022770941257476807,17353100.0,386420.0,243.93099975585935,0.6506279706954956
2015-10-10 23:59:59,1,1,2.1090087890625,0.0071059465408325195,15912700.0,141555.0,244.9409942626953,0.6278570294380188
2015-10-11 23:59:59,0,0,-1.74200439453125,-0.008932948112487793,16827300.0,102128.0,247.0500030517578,0.6349629759788513
2015-10-12 23:59:59,1,0,4.1999969482421875,-0.018375039100646973,17388300.0,109567.0,245.30799865722656,0.6260300278663635
2015-10-13 23:59:59,1,0,2.481002807617216,-0.0846869945526123,28198500.0,303044.0,249.50799560546875,0.6076549887657166
2015-10-14 23:59:59,1,1,2.331008911132784,0.03891003131866455,27462600.0,971664.0,251.98899841308597,0.5229679942131042
2015-10-15 23:59:59,1,0,8.548980712890625,-0.025383055210113525,25223500.0,371022.0,254.32000732421875,0.5618780255317688
2015-10-16 23:59:59,1,1,7.771026611328125,0.010683000087738037,35901500.0,249891.0,262.8689880371094,0.5364949703216553
2015-10-17 23:59:59,0,0,-8.997009277343807,-0.029443979263305664,43199600.0,313860.0,270.6400146484375,0.5471779704093933
2015-10-18 23:59:59,1,0,1.7940063476563068,-0.028719991445541437,22434300.0,133690.0,261.6430053710937,0.5177339911460876
2015-10-19 23:59:59,1,0,6.0260009765625,-0.054185003042221014,25258800.0,243742.0,263.43701171875,0.4890139997005462
2015-10-20 23:59:59,0,1,-3.191009521484375,0.012500017881393377,30889800.0,383921.0,269.4630126953125,0.4348289966583252
2015-10-21 23:59:59,1,1,7.751007080078125,0.12037298083305364,25637300.0,609085.0,266.2720031738281,0.4473290145397186
2015-10-22 23:59:59,1,0,2.472991943359375,-0.02804499864578247,37808600.0,924822.0,274.02301025390625,0.5677019953727722
2015-10-23 23:59:59,1,1,5.157989501953125,0.023932993412017822,29442500.0,878822.0,276.4960021972656,0.5396569967269897
2015-10-24 23:59:59,1,1,2.0260009765625,0.05244898796081543,25942400.0,258356.0,281.65399169921875,0.5635899901390076
2015-10-25 23:59:59,1,1,1.6199951171875,0.11527800559997559,45717100.0,635384.0,283.67999267578125,0.616038978099823
2015-10-26 23:59:59,1,1,8.488006591796875,0.13832402229309082,32108800.0,1089120.0,285.29998779296875,0.7313169836997986
2015-10-27 23:59:59,1,1,10.83001708984375,0.13283902406692505,46331800.0,1846370.0,293.7879943847656,0.8696410059928894
2015-10-28 23:59:59,1,1,9.23699951171875,0.20418000221252441,50808100.0,2373050.0,304.6180114746094,1.0024800300598145
2015-10-29 23:59:59,1,0,14.160003662109375,-0.16544008255004883,64495900.0,2279240.0,313.8550109863281,1.2066600322723389
2015-10-30 23:59:59,0,0,-13.849029541015625,-0.12459295988082886,78305000.0,2429200.0,328.0150146484375,1.04121994972229
2015-10-31 23:59:59,1,1,11.2650146484375,0.13904303312301636,48598100.0,673892.0,314.1659851074219,0.9166269898414612
2015-11-01 23:59:59,1,0,35.75799560546875,-0.06588101387023915,37001100.0,588913.0,325.4309997558594,1.0556700229644775
2015-11-02 23:59:59,1,1,42.227996826171875,0.023571014404296764,101918000.0,1145200.0,361.1889953613281,0.9897890090942384
2015-11-03 23:59:59,1,0,8.14599609375,-0.11431002616882324,206162000.0,1907690.0,403.4169921875,1.0133600234985352
2015-11-04 23:59:59,0,0,-25.208984375,-0.0034130215644836426,263900000.0,3060340.0,411.56298828125,0.8990499973297119
2015-11-05 23:59:59,0,1,-11.884002685546875,0.030395030975341686,151824992.0,1179840.0,386.35400390625,0.8956369757652283
2015-11-06 23:59:59,1,1,12.011993408203182,0.001941978931427224,122687000.0,913666.0,374.4700012207031,0.92603200674057
2015-11-07 23:59:59,0,1,-13.113983154296932,0.09949600696563732,56625100.0,890187.0,386.4819946289063,0.9279739856719972
2015-11-08 23:59:59,1,0,6.88897705078125,-0.028191983699798917,51817600.0,1021460.0,373.3680114746094,1.0274699926376345
2015-11-09 23:59:59,0,0,-43.43798828125,-0.06493002176284779,68224400.0,2045290.0,380.2569885253906,0.9992780089378356
2015-11-10 23:59:59,0,0,-25.7349853515625,-0.1425189971923828,95797904.0,854581.0,336.8190002441406,0.9343479871749878
2015-11-11 23:59:59,1,1,27.0679931640625,0.10388201475143433,107070000.0,1278580.0,311.0840148925781,0.791828989982605
2015-11-12 23:59:59,0,1,-1.399017333984375,0.008385002613067516,78477800.0,806156.0,338.1520080566406,0.8957110047340393
2015-11-13 23:59:59,0,0,-3.84698486328125,-0.01528400182723988,52003000.0,543671.0,336.75299072265625,0.9040960073471068
2015-11-14 23:59:59,0,1,-12.740020751953125,0.01755601167678822,38612000.0,372514.0,332.906005859375,0.8888120055198669
2015-11-15 23:59:59,1,1,10.58502197265625,0.022593975067138783,44213100.0,411848.0,320.1659851074219,0.9063680171966552
2015-11-16 23:59:59,1,1,4.342987060546875,0.0790179967880249,47980100.0,620945.0,330.7510070800781,0.928961992263794
2015-11-17 23:59:59,0,0,-0.503997802734375,-0.014661014080047607,51001600.0,1145440.0,335.093994140625,1.0079799890518188
2015-11-18 23:59:59,0,0,-8.441009521484375,-0.03778696060180664,43783800.0,681104.0,334.5899963378906,0.9933189749717712
2015-11-19 23:59:59,0,0,-4.126983642578125,-0.03061199188232422,45011100.0,443528.0,326.14898681640625,0.9555320143699646
2015-11-20 23:59:59,1,1,4.904998779296875,0.05121999979019165,53152900.0,614335.0,322.0220031738281,0.9249200224876404
2015-11-21 23:59:59,0,0,-2.3909912109375,-0.008122026920318604,28200500.0,455976.0,326.927001953125,0.976140022277832
2015-11-22 23:59:59,0,0,-1.490020751953125,-0.021049022674560658,23439400.0,372173.0,324.5360107421875,0.9680179953575134
2015-11-23 23:59:59,0,0,-3.0,-0.04677796363830555,27478900.0,441875.0,323.0459899902344,0.9469689726829528
2015-11-24 23:59:59,1,0,8.160003662109318,-0.036653995513916016,29362600.0,524195.0,320.0459899902344,0.9001910090446472
