Date,Impact,classes_-1,classes_1,roberta_neg,roberta_neu,roberta_pos,tweet_volume,+1D BTC,Price Diff BTC,BTC Volume,BTC_close
2020-07-06,37631,19.0,65.0,22.51906064221,69.329469502,61.151468945,27694.0,0,-123.19725539000136,17889263251.9634,9375.47475925
2020-07-07,15616,19.0,42.0,20.6742580584,47.565706324,43.760035806,22547.0,1,176.05558094000116,13839652594.6508,9252.27750386
2020-07-08,31037,14.0,51.0,21.90538815573,68.12679920949999,53.9678110165,22723.0,0,-150.36517837999963,19702359882.8975,9428.3330848
2020-07-09,53900,17.0,51.0,19.3118258996,58.3553312825,55.3328424581,24645.0,1,0.8399607799983642,18000702524.1277,9277.96790642
2020-07-10,32690,19.0,46.0,21.54101626236,60.895115425,52.5638674185,24965.0,0,-38.46154065999872,16860035604.804,9278.8078672
2020-07-11,11193,13.0,23.0,14.33160683005,33.857814457,25.8105765257,22288.0,1,36.15352363999955,13249910444.0746,9240.34632654
2020-07-12,31181,16.0,25.0,15.39309274649,35.288930827,29.317975644,19664.0,0,-32.885995090000506,14452361906.8128,9276.49985018
2020-07-13,31430,17.0,58.0,21.7402409151,57.709781964,61.549976303,25309.0,0,-0.4004386699998576,17519821266.4821,9243.61385509
2020-07-14,38694,20.0,58.0,18.95857601902,50.522268419,57.5191549895,35940.0,0,-50.376048579999406,18085038362.4529,9243.21341642
2020-07-15,-434330,308.0,118.0,272.87427102798,277.376759795,136.7489650433,54174.0,0,-60.6095049100004,15844731575.2007,9192.83736784
2020-07-16,10262,135.0,71.0,122.01633129616,129.891844963,82.0918223096,56131.0,1,19.164376700000503,15713967522.662,9132.22786293
2020-07-17,10585,32.0,47.0,34.16132999461,61.560574771,50.278095833900004,24865.0,1,7.6476656800005,13944570749.4994,9151.39223963
