Date,Impact,classes_-1,classes_1,roberta_neg,roberta_neu,roberta_pos,tweet_volume,+1D BTC,Price Diff BTC,BTC Volume,BTC_close
2020-07-18,3947,21.0,31.0,20.76456418305,42.231891531,34.0035448453,24865.0,1,26.77700710999852,12252601474.7851,9159.03990531
2020-07-19,6877,14.0,31.0,20.0155222984,52.017437921,33.9670383033,18893.0,0,-21.58554772000025,12939002784.0054,9185.81691242
2020-07-20,15862,22.0,53.0,24.29030221822,55.523643726,52.1860537889,24912.0,1,210.6561633800011,13755604145.7171,9164.2313647
2020-07-21,37236,21.0,72.0,23.40496718726,63.250161727,68.344870192,27374.0,1,150.47592188999988,18069581955.5535,9374.88752808
2020-07-22,53645,28.0,67.0,33.72309687995,91.44784229,72.8290602269,25069.0,1,55.70856144000027,16532254884.4441,9525.36344997
2020-07-23,25044,33.0,56.0,32.94377972327,77.469722116,57.5864970334,27632.0,0,-44.17932578,18146399001.7048,9581.07201141
2020-07-24,16757,29.0,52.0,27.52327848174,60.178570127,53.298149302,27407.0,1,140.22081165999953,16552768324.6558,9536.89268563
2020-07-25,27118,11.0,56.0,15.622372855,55.456505655,55.921120127,27808.0,1,228.05374975999985,16610070932.7937,9677.11349729
2020-07-26,39577,16.0,45.0,20.42917474121,66.847988264,54.7228373505,30432.0,1,1085.706152750001,20507998996.6863,9905.16724705
2020-07-27,60360,52.0,127.0,59.03970337479,162.7501197975,133.2101760895,51139.0,0,-78.05034930000147,35359749590.1205,10990.8733998
2020-07-28,24602,39.0,87.0,40.4375498278,99.5557581545,87.00669224,45495.0,1,187.64507480000063,28766551141.779,10912.8230505
2020-07-29,40157,25.0,68.0,27.8343788414,83.13756232,74.028057977,33785.0,1,10.746164599999249,24617249714.5052,11100.4681253
2020-07-30,39134,22.0,60.0,24.9358537692,59.990850756,64.0732940055,32625.0,1,212.2521308000014,22857247900.667,11111.2142899
2020-07-31,8533,42.0,54.0,38.9482236447,67.552465726,56.499312006,30055.0,1,436.1263499999986,23160469766.3921,11323.4664207
2020-08-01,20098,47.0,80.0,46.95620290779,91.392138123,85.6516584706,39913.0,0,-705.9788696999985,26075670302.7985,11759.5927707
2020-08-02,2778,41.0,61.0,41.8136226602,73.952776176,61.2336004482,33109.0,1,192.734873899999,27410067336.0208,11053.613901
2020-08-03,22056,24.0,70.0,27.28641982051,87.981121053,73.7324572989,29874.0,0,-40.45585699999901,20271713443.2596,11246.3487749
2020-08-04,45087,19.0,65.0,22.06746409657,72.72807913,68.2044552338,29318.0,1,541.1299132999993,21250197042.2032,11205.8929179
2020-08-05,40888,28.0,73.0,33.157177483539996,94.956806985,74.8860153983,38033.0,1,32.75042620000022,24411254471.1224,11747.0228312
2020-08-06,23212,36.0,61.0,37.18732385104,77.997472118,68.8152027457,38775.0,0,-178.30054279999968,23400740340.1344,11779.7732574
2020-08-07,47902,22.0,60.0,23.47146523875,62.4811781565,61.0473565656,37514.0,1,152.57309890000033,23132312867.154,11601.4727146
2020-08-08,23215,20.0,43.0,27.270689692,62.107570572,44.6217407677,29019.0,0,-78.30647020000106,17572057837.4054,11754.0458135
2020-08-09,9717,29.0,44.0,29.5312101502,55.801261787,51.6675280613,25986.0,1,202.37198200000057,17489608833.2939,11675.7393433
2020-08-10,50144,43.0,94.0,47.33238891543,100.364384329,100.3032256733,35606.0,0,-467.5856478000005,26114112569.4156,11878.1113253
2020-08-11,38327,27.0,75.0,32.50972025524,97.491762269,79.9985174179,33567.0,1,174.40889869999955,27039782639.9113,11410.5256775
2020-08-12,11912,31.0,47.0,30.25526991951,71.961317956,56.7834118235,35237.0,1,199.20281330000037,25064548486.4884,11584.9345762
2020-08-13,102752,28.0,62.0,34.46647184384,86.589264467,64.9442629268,30485.0,0,-15.266770199999884,27522199497.2324,11784.1373895
2020-08-14,46620,23.0,58.0,29.0618948357,78.991335927,61.9467671661,38124.0,1,96.82795070000066,24237958589.0645,11768.8706193
2020-08-15,4719,31.0,69.0,34.50900302757,80.150385659,72.3406094327,39156.0,1,27.10549309999988,23354924400.3362,11865.69857
2020-08-16,12707,22.0,51.0,24.03183967768,65.531114463,54.437047215,29007.0,1,361.5978452,20583375490.1685,11892.8040631
2020-08-17,40070,46.0,99.0,47.80398706786,100.578015816,95.6179983943,40655.0,0,-263.1686626999999,28227687026.7691,12254.4019083
2020-08-18,5615,40.0,65.0,38.5233739948,88.996182791,68.4804447497,38262.0,0,-232.94965349999984,26043227671.8792,11991.2332456
2020-08-19,36083,31.0,68.0,33.6600933103,78.4487061895,69.8911978941,36164.0,1,120.08802899999864,24502851117.2582,11758.2835921
2020-08-20,41868,24.0,70.0,27.94778925679,70.269053545,71.78315727500001,33256.0,0,-285.8825761999997,20175242944.6744,11878.3716211
2020-08-21,-4785,32.0,50.0,30.14172684237,65.351843171,52.5064296625,34177.0,1,89.33651740000096,23762425998.9504,11592.4890449
2020-08-22,16558,24.0,49.0,22.5616861284,38.035313158,47.4030012468,27846.0,0,-16.977567500000077,20224191305.9585,11681.8255623
2020-08-23,18609,25.0,42.0,26.26911451023,52.4052484975,46.325636465,28557.0,1,109.74784659999932,18482062657.8012,11664.8479948
2020-08-24,36488,16.0,66.0,20.51537751564,65.408923499,66.0756980929,32820.0,0,-408.4607596999994,20681511754.5735,11774.5958414
2020-08-25,30556,28.0,44.0,30.309109241999998,71.60827261,50.082616722,36405.0,1,122.2284079000001,26301509931.9274,11366.1350817
2020-08-26,12667,32.0,47.0,32.73502828387,66.690715481,52.574255845,31857.0,0,-164.96645720000015,22466660957.6266,11488.3634896
2020-08-27,26195,22.0,58.0,22.84747762624,65.55824383,60.594275082,32432.0,1,219.10270089999904,23240415075.9787,11323.3970324
2020-08-28,19536,23.0,51.0,25.86769353696,56.5970332405,53.535273934,34517.0,0,-35.63441559999956,19807127587.5076,11542.4997333
2020-08-29,14353,14.0,35.0,18.8420210871,44.77744068,38.380537126,26986.0,1,204.6408432999997,17485597759.1377,11506.8653177
2020-08-30,10030,19.0,34.0,19.778996554629998,36.6847973314,35.5362050071,27893.0,0,-30.685670499999105,19760127944.6617,11711.506161
2020-08-31,37727,18.0,54.0,20.58027601918,55.565498191,56.8542258007,29068.0,1,289.6582500000004,22285928250.3117,11680.8204905
2020-09-01,54906,15.0,82.0,22.11766533057,72.81022489,83.0721088845,35393.0,0,-556.4450080000006,27311555343.111,11970.4787405
2020-09-02,63969,34.0,41.0,32.80702672787,67.4929652184,45.7000084203,32608.0,0,-1168.7370465000004,28037405298.8447,11414.0337325
2020-09-03,23023,29.0,55.0,30.61811925461,77.366833777,60.0150471043,37151.0,1,266.5171946999999,31927261554.7735,10245.296686
2020-09-04,24505,28.0,60.0,33.36289103207,70.6918768897,63.9452315308,34973.0,0,-342.24665970000024,29965130373.7473,10511.8138807
2020-09-05,11399,21.0,29.0,26.1274834658,52.044551833999996,30.827964037,28115.0,1,110.78448220000064,44916565291.5468,10169.567221
2020-09-06,-3015,32.0,36.0,31.6820765481,49.574485854,39.7434386623,23088.0,1,89.21203539999988,37071460174.4703,10280.3517032
2020-09-07,27891,17.0,67.0,22.23333288131,57.295838039,62.4708289915,30832.0,0,-238.04709290000028,33703098409.3065,10369.5637386
2020-09-08,28992,20.0,56.0,24.42533836484,66.512247943,59.0624149796,28540.0,1,110.83113460000096,33430927462.2299,10131.5166457
2020-09-09,30941,14.0,63.0,20.15554803451,65.286298413,64.5581519155,30051.0,1,120.79125980000026,24128292754.8478,10242.3477803
2020-09-10,32570,24.0,42.0,24.14477849466,56.3195743905,48.535646351,29885.0,1,37.77564529999836,54406443210.5135,10363.1390401
2020-09-11,17352,17.0,46.0,17.84332884892,45.0402200045,48.1164517224,30008.0,1,41.25591770000028,45201121774.7768,10400.9146854
2020-09-12,28354,15.0,36.0,18.68704590166,49.559569756,39.7533839135,27451.0,0,-118.41480559999944,36750077323.5385,10442.1706031
2020-09-13,18411,17.0,25.0,19.6008595211,44.817077552,27.5820625925,27955.0,1,357.0816353000009,36506852789.3039,10323.7557975
2020-09-14,26167,23.0,49.0,23.68350938835,61.01756778,53.298923893,29947.0,1,116.1135532999997,35453581939.7213,10680.8374328
2020-09-15,31093,22.0,62.0,27.0955561327,75.270724376,64.6337179463,34641.0,1,177.9539053999997,32509451925.0468,10796.9509861
2020-09-16,43163,29.0,81.0,33.52422929454,77.783724989,81.692044348,35407.0,0,-25.91497630000049,30769986454.5301,10974.9048915
2020-09-17,38990,23.0,68.0,29.986817553919998,67.645974467,71.3672064269,33417.0,0,-4.404110699999364,38151810523.0524,10948.9899152
2020-09-18,40239,25.0,59.0,27.45648811638,69.578980471,61.9645298818,31357.0,1,149.7604715999987,26341903912.3861,10944.5858045
2020-09-19,12976,26.0,35.0,27.36766666,51.8402579375,36.7920764388,29151.0,0,-156.0749866999995,22764204007.5724,11094.3462761
2020-09-20,21698,20.0,46.0,22.768254762239998,46.4854454534,44.7462999657,26571.0,0,-476.0116708999994,24699523787.7245,10938.2712894
2020-09-21,37172,35.0,50.0,31.57388807313,62.306592955,54.1195186087,32418.0,1,76.20070279999891,28884999243.6721,10462.2596185
2020-09-22,34383,14.0,55.0,18.670244705400002,60.1365954045,55.1931598367,38132.0,0,-292.2738284899988,23621787803.579,10538.4603213
2020-09-23,9545,28.0,35.0,30.64071172537,65.767860943,41.591427108,47367.0,1,513.8797639599998,23788661866.987087,10246.18649281
2020-09-24,15386,21.0,55.0,24.3892972558,61.029363582,55.581338305,37643.0,0,-67.3490444300005,47144380901.6858,10760.06625677
2020-09-25,19789,20.0,51.0,20.1467780789,45.06597839,49.787242065,38495.0,1,58.006366690000505,39348590957.36073,10692.71721234
2020-09-26,40618,22.0,42.0,21.93871994014,47.4833724855,43.577905414,25955.0,1,24.545797209999364,46852525492.62939,10750.72357903
2020-09-27,29741,17.0,32.0,18.8384576965,45.992443573,33.1690999605,37113.0,0,-65.61719448999975,53745972818.15112,10775.26937624
2020-09-28,33969,19.0,57.0,19.96401444771,52.671302614,55.36468226,34219.0,1,134.98879943000065,47762394730.65361,10709.65218175
2020-09-29,25775,19.0,47.0,20.90214369835,49.660111332,47.4377441135,32020.0,0,-60.14940322999973,46582396602.07544,10844.64098118
2020-09-30,74539,21.0,53.0,23.40946564196,66.086447442,53.504085887,33290.0,0,-165.03967028999978,44171073700.186745,10784.49157795
2020-10-01,38317,29.0,64.0,32.04927189034,66.1039738155,66.8467518254,35755.0,0,-43.4768657500008,40023134099.56767,10619.45190766
2020-10-02,8610,27.0,43.0,24.64379577954,51.8943806428,44.461822102,32092.0,0,-26.64614228999926,48661453917.9649,10575.97504191
2020-10-03,-4323,10.0,28.0,14.63866285707,43.254530873,31.1068055695,29374.0,1,120.2536436499995,44660271563.31908,10549.32889962
2020-10-04,21432,19.0,37.0,20.5241423356,47.613507738,38.8623508349,31026.0,1,123.75688423999964,71251776994.76472,10669.58254327
2020-10-05,23511,21.0,46.0,25.38027144635,61.614344789,50.005382082,29324.0,0,-188.9335386900002,47537578008.85223,10793.33942751
2020-10-06,-283,38.0,50.0,33.0815641561,67.464420483,53.4540141382,30843.0,1,64.56306657000096,42623695307.42572,10604.40588882
2020-10-07,18387,22.0,45.0,24.3179339718,58.83040951,43.8516557902,34215.0,1,246.7167755899991,37799458435.80039,10668.96895539
2020-10-08,87764,22.0,74.0,29.26631891166,104.313288539,80.420393258,42037.0,1,148.77186149000045,63314794397.11185,10915.68573098
2020-10-09,30524,19.0,55.0,28.1536851916,78.787552356,59.058761597,41653.0,1,231.90383572999963,22799117612.794453,11064.45759247
2020-10-10,36207,16.0,46.0,23.0041969817,55.498614505,48.4971891963,37385.0,1,87.82052529999964,22877978587.762783,11296.3614282
2020-10-11,3483,25.0,39.0,26.4779423373,61.385986916,44.136069596,33070.0,1,171.18093430000044,19968627059.96427,11384.1819535
2020-10-12,35756,19.0,65.0,24.70847494944,67.652605334,65.6389192281,32811.0,0,-129.46348709999984,26163972641.64605,11555.3628878
2020-10-13,60101,29.0,58.0,34.09193245906,100.247116729,71.6609494995,33789.0,1,3.607486049999352,24241420250.858337,11425.8994007
2020-10-14,26947,19.0,50.0,22.26652515563,74.991982511,59.741490919,87570.0,1,65.84276362000128,24103426719.264656,11429.50688675
2020-10-15,63833,11.0,65.0,18.19625847723,76.1513572584,70.65238239600001,63222.0,0,-173.22696419000022,24487233057.76924,11495.34965037
2020-10-16,61914,9.0,48.0,17.93410079738,64.128614008,51.937285336,36596.0,1,35.978881150000234,25635480771.680893,11322.12268618
2020-10-17,19056,19.0,25.0,18.64917540766,47.0240018286,30.3268219915,29771.0,1,125.2581445099986,19130430173.838352,11358.10156733
2020-10-18,-16536,23.0,44.0,27.0847716116,59.931346648,48.9838806784,26901.0,1,258.67743849,18283314340.336567,11483.35971184
2020-10-19,66710,20.0,71.0,23.72660147738,70.260657057,71.012742515,31375.0,1,174.29799025000102,23860769927.722214,11742.03715033
2020-10-20,21054,39.0,71.0,39.55362997676,94.5280225714,77.91834720439999,37581.0,1,907.3540488,30915821592.10161,11916.33514058
2020-10-21,157251,63.0,198.0,68.3864924383,208.919894379,200.693612101,64870.0,1,142.20210104999933,43414712626.04591,12823.68918938
2020-10-22,52401,36.0,114.0,43.59310830921,133.869746798,116.5371455364,43790.0,0,-34.3522678699992,34729759598.04668,12965.89129043
2020-10-23,16312,27.0,72.0,30.04158973286,74.734065509,68.2243440584,35777.0,1,176.52358904999892,28974975002.911232,12931.53902256
2020-10-24,11795,14.0,49.0,20.0001598744,63.012829347,53.987006824,32175.0,0,-76.88830104999943,24542317939.95521,13108.06261161
2020-10-25,14127,26.0,48.0,26.28804594801,70.790510855,54.9214418995,28445.0,1,44.07338600000003,24406920575.03764,13031.17431056
2020-10-26,25917,22.0,64.0,28.1568268408,79.14768168,62.6954921375,36554.0,1,578.9707435599994,29461458313.155544,13075.24769656
2020-10-27,26685,42.0,110.0,50.65450612263,145.579157592,117.766334105,44889.0,0,-382.9330715099986,33749878155.991123,13654.21844012
2020-10-28,35498,33.0,76.0,34.47459302066,88.943060587,79.5823457603,36385.0,1,166.5978727900001,35867318894.915474,13271.28536861
2020-10-29,35023,25.0,73.0,30.35975395399,80.053825406,72.5864185406,36808.0,1,108.6390279799998,56499499598.2837,13437.8832414
2020-10-30,25167,19.0,57.0,23.3563653615,63.8838772755,57.7597558093,32806.0,1,234.47243310999875,30581485200.6849,13546.52226938
2020-10-31,47428,19.0,90.0,25.79271736656,79.661092073,90.546191487,49308.0,0,-43.88487385000008,30306464718.75512,13780.99470249
2020-11-01,43057,17.0,46.0,23.61948980843,58.2217855085,54.158726279,40439.0,0,-186.62044453999988,24453857900.087803,13737.10982864
2020-11-02,12848,25.0,61.0,26.36539537519,70.0823910015,62.5522145844,32602.0,1,399.8114631900007,30771455467.79213,13550.4893841
2020-11-03,61772,24.0,69.0,29.1346327536,87.853803201,70.0115640145,36459.0,1,183.4063057200001,29869951617.25349,13950.30084729
2020-11-04,38439,19.0,76.0,28.0162588795,74.665888907,81.3178494367,47315.0,1,1446.1413072800003,35116364961.75642,14133.70715301
2020-11-05,50943,69.0,127.0,75.72548599646,188.08216404,141.192348843,60368.0,0,-13.967879460000404,40856321438.537605,15579.84846029
2020-11-06,44631,30.0,67.0,42.0931631284,112.4360260685,77.4708115832,47823.0,0,-732.1264733299995,39837841971.44575,15565.88058083
2020-11-07,10079,30.0,45.0,27.07529068095,65.558652692,47.3660556992,33705.0,1,645.8129309199994,35024953705.61895,14833.7541075
2020-11-08,6277,31.0,53.0,34.8040813071,77.311882438,59.8840364354,30699.0,0,-147.25144098999954,26632075028.85488,15479.56703842
2020-11-09,62150,28.0,81.0,34.0575955532,101.400205206,86.542198274,35977.0,0,-41.41291595000075,34149115565.701942,15332.31559743
2020-11-10,34572,21.0,57.0,26.8013008616,73.741549423,62.4571491072,35104.0,1,410.4370508899992,25574938143.151707,15290.90268148
2020-11-11,50151,31.0,81.0,37.40606749812,91.9198458295,82.6740865582,39657.0,1,575.0042168200016,29772374934.00697,15701.33973237
2020-11-12,60384,37.0,98.0,44.47352550655,124.480775546,105.0456939833,44220.0,1,41.46424089999891,34175758344.061382,16276.34394919
2020-11-13,47744,35.0,91.0,41.31955951524,103.220432078,94.4600061808,48337.0,0,-249.66948323999893,31599492172.18153,16317.80819009
2020-11-14,22281,24.0,55.0,30.69404643111,69.365605568,58.940348104,37293.0,0,-112.55126798000128,27481710135.408524,16068.13870685
2020-11-15,30281,24.0,45.0,24.2178369401,57.70266246,43.079500953,33836.0,1,760.5238849000016,23653867582.698807,15955.58743887
2020-11-16,28448,57.0,91.0,61.62113307459,146.96133381,105.4175317872,47177.0,1,929.2944436899998,31526766675.186485,16716.11132377
2020-11-17,47705,88.0,177.0,93.06654027264,230.39488932700002,188.5385677365,74813.0,1,158.59986470999866,39006849169.8069,17645.40576746
2020-11-18,37937,82.0,137.0,85.6623821213,184.417582818,145.920036943,70679.0,1,13.084615370000392,49064800277.87428,17804.00563217
2020-11-19,41882,43.0,106.0,46.96528927404,115.3461568065,106.688552488,43267.0,1,804.2241218400013,36985055355.38892,17817.09024754
2020-11-20,55656,52.0,119.0,57.97077368693,145.3284219995,126.7008020469,47903.0,1,20.91839654999785,36992873939.98525,18621.31436938
2020-11-21,66825,38.0,94.0,45.022201315400004,118.0069418055,95.970853002,45874.0,0,-272.2302422799985,39650210707.29688,18642.23276593
2020-11-22,16057,30.0,67.0,40.0324348012,96.058372921,71.9091914558,43581.0,0,-5.88093230999948,41280434225.93024,18370.00252365
2020-11-23,51654,38.0,98.0,44.23598595069,112.7974510375,99.9665607697,47594.0,1,743.3428584299982,42741112307.89879,18364.12159134
2020-11-24,83738,65.0,162.0,76.49414047375,194.355822733,171.1500363926,78971.0,0,-375.3436723699997,51469565008.67291,19107.46444977
2020-11-25,53129,41.0,97.0,46.87608351309,115.0020753015,102.1218404029,46379.0,0,-1581.4971993100007,43710357371.4586,18732.1207774
2020-11-26,22863,98.0,112.0,97.40902973427,148.569755585,118.0212119883,53237.0,0,-42.22185034999711,61396835736.93506,17150.62357809
2020-11-27,29418,50.0,78.0,51.52802888181,101.999362675,84.47260819899999,44777.0,1,609.0132834599972,38886494645.12133,17108.40172774
2020-11-28,17115,38.0,56.0,41.35969341593,86.77529831,62.865006025,37071.0,1,460.06840859000295,32601040733.64276,17717.4150112
2020-11-29,35572,42.0,82.0,39.812579800099996,86.576759201,82.6106615275,33292.0,1,1448.3516096999992,31133957704.27213,18177.48341979
2020-11-30,90089,81.0,196.0,83.97223681359,200.503811526,200.5239478068,66042.0,0,-822.8367298000012,47728480399.27992,19625.83502949
2020-12-01,72693,43.0,137.0,50.02916965706,135.3911035505,141.579726544,60008.0,1,398.0928572800003,49633658712.12445,18802.99829969
2020-12-02,45802,40.0,88.0,41.87975579772,110.620331381,96.4999107077,48309.0,1,244.30732291000092,37387697138.68447,19201.09115697
2020-12-03,59024,32.0,93.0,42.20031792332,121.3414892423,98.4581911518,44375.0,0,-745.6328665100009,31930317405.271645,19445.39847988
2020-12-04,38253,38.0,85.0,38.96999510086,97.83777573,87.192228003,46085.0,1,454.46551763000025,33872388057.7168,18699.76561337
2020-12-05,37955,20.0,59.0,30.92584454556,81.121026999,63.9531284819,39802.0,1,190.88982770999792,27242455063.892467,19154.231131
2020-12-06,20015,38.0,65.0,39.77174359084,95.002710574,72.225543563,39953.0,0,-153.48967172999983,25293775713.52131,19345.12095871
2020-12-07,30636,22.0,74.0,26.45104857309,102.40881076,81.140139306,45372.0,0,-870.4863708699995,26896357742.243275,19191.63128698
2020-12-08,51187,31.0,83.0,38.104634415,96.457465751,84.437897399,46222.0,1,232.770460740001,31692288756.379017,18321.14491611
2020-12-09,11918,43.0,72.0,43.98299479892,101.251749915,78.7652544444,42250.0,0,-288.92327012999885,34420373070.859474,18553.91537685
2020-12-10,20834,43.0,71.0,48.2867647579,114.042352598,82.670881815,37279.0,0,-206.0887594699998,25547132265.471,18264.99210672
2020-12-11,19549,46.0,53.0,47.12157720727,85.552168948,58.3262543844,35891.0,1,744.7535231999973,27919640985.34144,18058.90334725
2020-12-12,12895,22.0,63.0,31.45571612603,82.426129548,68.118152938,38898.0,1,338.72566305000146,21752580801.78931,18803.65687045
2020-12-13,133486,34.0,85.0,34.50314491451,94.122764016,87.374087909,39491.0,1,104.26180786999976,25450468636.538254,19142.3825335
2020-12-14,18805,29.0,78.0,35.54607333094,89.971476279,77.482449408,38737.0,1,170.43169204999867,22473997681.144253,19246.64434137
2020-12-15,54614,35.0,88.0,40.602240298459996,107.217628703,93.1801290036,43739.0,1,1893.52209712,26741982541.49698,19417.07603342
2020-12-16,230847,80.0,303.0,102.42967830408,316.260537372,309.3097831037,127155.0,1,1494.5633615900006,44409011479.22107,21310.59813054
2020-12-17,177655,96.0,203.0,109.4626749501,284.0023026445,220.5350208199,120169.0,1,332.7990695200024,71378606373.62286,22805.16149213
2020-12-18,159766,71.0,113.0,78.02859827239,165.6256885445,121.3457116583,67616.0,1,731.8714026899979,40387896274.67765,23137.96056165
2020-12-19,51939,54.0,99.0,60.8629411205,162.3641003426,110.77295706299999,56872.0,0,-392.5367672299981,38487546579.56274,23869.83196434
2020-12-20,181401,67.0,98.0,68.80361125217,170.734788987,109.4615987689,62679.0,0,-674.2137884100011,37844228421.87064,23477.29519711
2020-12-21,28708,59.0,83.0,66.23010363896,142.339864241,93.4300296654,61296.0,1,979.9470941799992,45852713980.88911,22803.0814087
2020-12-22,-450,82.0,80.0,79.163193723,130.2083718425,91.6284355844,45927.0,0,-541.6836378699991,44171632680.60435,23783.02850288
2020-12-23,72777,66.0,80.0,66.04142322727,132.172163081,93.7864126867,43942.0,1,494.60486261999904,51146161904.32344,23241.34486501
2020-12-24,47476,43.0,76.0,47.05626311783,111.280631015,88.6631035774,42618.0,1,928.8405464900025,41080759712.61937,23735.94972763
2020-12-25,91134,34.0,115.0,37.54062212409,90.0569634015,112.4024127895,49739.0,1,1772.2472349799973,42068395845.63074,24664.79027412
2020-12-26,111782,94.0,171.0,100.1686225288,251.32549602,186.50588032139999,72172.0,0,-164.74294204000034,48332647295.43001,26437.0375091
2020-12-27,89138,110.0,179.0,114.89173241155,261.12243246,192.9858311375,88788.0,1,812.513319220001,66479895605.09452,26272.29456706
2020-12-28,121024,58.0,96.0,64.9846316812,136.272135353,106.74323122610001,59779.0,1,277.6286710200002,49056742892.60884,27084.80788628
2020-12-29,127233,80.0,107.0,79.21839528731,176.204690814,118.5769141391,56236.0,1,1478.5168623800018,45265946774.40101,27362.4365573
2020-12-30,126865,69.0,153.0,74.97500046776,176.9675928606,148.057405461,80886.0,1,160.76640249999764,51287442703.98229,28840.95341968
2020-12-31,116169,55.0,163.0,63.22932849529,165.903811434,162.8668559637,68822.0,1,372.43206689,46754964848.18651,29001.71982218
